State,County,Total Equip Quantity,Total Cost,Mil Equip Quantity,Total Mil Cost
TX,CROSBY,17,87340.51000000001,2.0,50000.0
TX,DALLAM,276,128393.4,2.0,39561.0
TX,DALLAS,6059,2012640.26,221.0,1655654.0
TX,DE WITT,81,50404.14,13.0,48545.0
TX,DELTA,7,410.96999999999997,0.0,0.0
TX,DENTON,129,89454.34,75.0,75080.0
TX,DONLEY,4,275504.0,0.0,0.0
TX,DUVAL,11,136131.14,8.0,960.0
TX,EASTLAND,2315,6023857.41,37.0,270096.38
TX,ECTOR,211,749249.0,202.0,747217.0
TX,EL PASO,228606,4511902.51,2108.0,1287282.72
TX,ELLIS,180,560702.79,38.0,363858.0
TX,FALLS,20,328.0,0.0,0.0
TX,FANNIN,61,56076.35,5.0,39921.0
TX,FAYETTE,27,4103.23,14.0,3340.0
TX,FLOYD,6,363979.0,3.0,75000.0
TX,FOARD,4,50240.0,4.0,50240.0
TX,FORT BEND,20,4201.68,12.0,3732.0
TX,FRANKLIN,10,4990.0,10.0,4990.0
TX,FREESTONE,83,412576.32,47.0,339282.0
TX,GALVESTON,184,1957054.84,93.0,1594713.0
TX,GARZA,4,1635.0,4.0,1635.0
TX,GONZALES,37,28876.09,9.0,27548.0
TX,GRAY,3,414.0,3.0,414.0
TX,GRAYSON,2,276.0,2.0,276.0
TX,GREGG,615,787993.48,66.0,742548.81
TX,GRIMES,8,786.84,4.0,552.0
TX,GUADALUPE,83,4057.93,2.0,240.0
TX,HALE,338,56099.880000000005,22.0,50000.0
TX,HALL,207,618197.73,22.0,165337.15
TX,HANSFORD,88,216842.16999999998,12.0,191958.0
TX,HARDEMAN,4,358.28,0.0,0.0
TX,HARDIN,101,1005071.9,15.0,80125.0
TX,HARRIS,18223,10155122.4,375.0,2111028.43
TX,HARRISON,88,2644.97,0.0,0.0
TX,HARTLEY,2,66253.0,2.0,66253.0
TX,HAYS,6093,1514507.9000000001,178.0,911841.0700000001
TX,HENDERSON,872,1058794.09,34.0,255457.0
TX,HIDALGO,102301,4159273.42,421.0,1293372.24
TX,HILL,146,370092.07,38.0,61316.0
TX,HOOD,109,1027052.8,22.0,859920.0
TX,HOPKINS,8,6036.009999999999,0.0,0.0
TX,HUDSPETH,1,47069.0,1.0,47069.0
TX,HUNT,422,1208049.46,67.0,81326.0
TX,HUTCHINSON,9,41600.0,9.0,41600.0
TX,JACK,2,998.0,2.0,998.0
TX,JASPER,332,1284272.83,5.0,872444.0
TX,JEFF DAVIS,1,47069.0,1.0,47069.0
TX,JEFFERSON,1115,1133225.32,41.0,722450.0
TX,JOHNSON,749,912011.59,104.0,795771.17
TX,JONES,3,360.0,3.0,360.0
TX,KAUFMAN,35,7592.23,13.0,6487.0
TX,KENT,5,136814.0,3.0,134166.0
TX,KLEBERG,29,761902.71,25.0,760814.0
TX,KNOX,3,414.0,3.0,414.0
TX,LA SALLE,123,104651.45999999999,1.0,25000.0
TX,LAMB,2,276.0,2.0,276.0
TX,LAMPASAS,1,8960.0,0.0,0.0
TX,LAVACA,27,2717.1,17.0,2130.0
TX,LEE,14,6986.0,14.0,6986.0
TX,LIBERTY,4,393.42,2.0,276.0
TX,LIMESTONE,11,1428.0,11.0,1428.0
TX,LLANO,39,6119.68,31.0,5650.0
TX,LUBBOCK,81,417117.19,18.0,27256.0
TX,MADISON,11,5489.0,11.0,5489.0
TX,MARTIN,3,39328.0,3.0,39328.0
TX,MATAGORDA,244,18936.5,52.0,6330.0
TX,MAVERICK,13,48509.0,13.0,48509.0
TX,MCLENNAN,133,1878201.78,59.0,1632219.0
TX,MEDINA,96,9242.619999999999,6.0,1189.0
TX,MENARD,7,930.55,2.0,637.0
TX,MIDLAND,62,1047002.03,53.0,1042478.0
TX,MILLS,3,1136.0,3.0,1136.0
TX,MONTAGUE,544,2668799.94,31.0,197582.0
TX,MONTGOMERY,3971,2122617.08,119.0,830080.46
TX,MORRIS,18,4604.52,5.0,600.0
TX,MOTLEY,44,75745.23000000001,7.0,64670.0
TX,NACOGDOCHES,7,734911.0,7.0,734911.0
TX,NAVARRO,114,387580.87,12.0,27719.68
TX,NUECES,4,516.0,4.0,516.0
TX,ORANGE,16,146967.0,3.0,94722.0
TX,PALO PINTO,371,3130797.23,11.0,196086.62
TX,PANOLA,13,1614.0,13.0,1614.0
TX,PARKER,27,4306.2,7.0,3132.0
TX,PARMER,2,276.0,2.0,276.0
TX,PECOS,12433,4161548.69,50.0,996720.69
TX,POLK,30,83674.24,12.0,76080.0
TX,POTTER,40,9149.0,40.0,9149.0
TX,PRESIDIO,6,1445.0,0.0,0.0
TX,RANDALL,14,5181.0,14.0,5181.0
TX,RED RIVER,4,97676.0,2.0,78882.0
TX,REEVES,6,61.74,0.0,0.0
TX,REFUGIO,1368,968094.31,1.0,733000.0
TX,ROBERTSON,1,25000.0,1.0,25000.0
TX,ROCKWALL,10,4268.0,10.0,4268.0
TX,RUNNELS,11,4168.13,8.0,3992.0
TX,RUSK,113,4421.02,28.0,3504.0
TX,SABINE,3,414.0,3.0,414.0
TX,SAN JACINTO,2,258.0,2.0,258.0
TX,SAN PATRICIO,183,294492.23,7.0,111574.0
TX,SCHLEICHER,2,276.0,2.0,276.0
TX,SHACKELFORD,13,731831.96,6.0,720.0
TX,SHELBY,52,5388.78,34.0,4332.0
TX,SHERMAN,9,874.0,2.0,276.0
TX,SMITH,16,5365.42,12.0,5248.0
TX,STARR,223,137386.16,44.0,115267.0
TX,STEPHENS,53,23900.57,7.0,3114.0
TX,SUTTON,2,998.0,2.0,998.0
TX,SWISHER,3,414.0,3.0,414.0
TX,TARRANT,2881,1895836.95,150.0,1655698.92
TX,TAYLOR,56,271441.6,54.0,128403.6
TX,TERRELL,7,55583.24,1.0,47989.0
TX,TITUS,126,19612.34,41.0,5100.0
TX,TOM GREEN,14,4820.0,14.0,4820.0
TX,TRAVIS,6655,3666267.9899999998,937.0,2630045.1
TX,TRINITY,263,39822.57,12.0,3456.0
TX,TYLER,13580,4379397.53,73.0,354888.82
TX,UPSHUR,196,72970.14,0.0,0.0
TX,UVALDE,9,809.55,4.0,516.0
TX,VAL VERDE,67,14483.0,67.0,14483.0
TX,VAN ZANDT,30,288458.0,29.0,288458.0
TX,VICTORIA,691,1098251.38,26.0,656538.17
TX,WARD,2,50000.0,2.0,50000.0
TX,WEBB,1298,72021.07,2.0,47069.0
TX,WICHITA,15129,3403820.84,142.0,2373099.81
TX,WILLIAMSON,16803,3120102.2399999998,482.0,2249311.4299999997
TX,WISE,22,121452.13,19.0,121276.0
TX,WOOD,14,54622.92,12.0,53889.0
TX,YOUNG,296,247599.59999999998,30.0,221663.22
TX,ZAVALA,5,48541.0,5.0,48541.0
UT,BEAVER,2,276.0,2.0,276.0
UT,BOX ELDER,56,75842.0,56.0,75842.0
UT,CACHE,16,2064.0,16.0,2064.0
UT,CARBON,4,1996.0,4.0,1996.0
UT,DAVIS,96,82882.0,96.0,82882.0
UT,DUCHESNE,6,828.0,6.0,828.0
UT,GARFIELD,22,4244.0,0.0,0.0
UT,GRAND,4,1996.0,4.0,1996.0
UT,IRON,6,660134.0,6.0,660134.0
UT,JUAB,13,3098.0,13.0,3098.0
UT,KANE,8,1104.0,8.0,1104.0
UT,MILLARD,15,54441.0,15.0,54441.0
UT,MORGAN,2,276.0,2.0,276.0
UT,PIUTE,4,552.0,4.0,552.0
UT,RICH,4,534.0,4.0,534.0
UT,SALT LAKE,10654,607616.63,796.0,239913.34
UT,SAN JUAN,4,552.0,4.0,552.0
UT,SANPETE,15,3406.0,15.0,3406.0
UT,SEVIER,43,1617.48,0.0,0.0
UT,SUMMIT,4,1115.42,2.0,998.0
UT,TOOELE,23,3174.0,23.0,3174.0
UT,UTAH,151,46669.65,136.0,45789.0
UT,WASATCH,152,438983.54,17.0,438890.0
UT,WASHINGTON,269,228675.12,14.0,209058.0
UT,WEBER,603,13526.02,18.0,8982.0
VA,ALBEMARLE,2,998.0,2.0,998.0
VA,ALEXANDRIA CITY,31,56964.0,31.0,56964.0
VA,AMELIA,2,637.0,2.0,637.0
VA,AMHERST,402,67325.54000000001,42.0,48141.0
VA,ARLINGTON,2002,6472163.0,361.0,5229496.15
VA,AUGUSTA,15,9638.96,11.0,9310.96
VA,BATH,6,2493.0,6.0,2493.0
VA,BEDFORD,14,6264.0,14.0,6264.0
VA,BLAND,5,1773.0,5.0,1773.0
VA,BRISTOL,76,16441.81,31.0,10837.0
VA,BRUNSWICK,4,1996.0,4.0,1996.0
VA,BUCHANAN,41,47560.479999999996,22.0,32772.0
VA,BUCKINGHAM,6,6251.38,0.0,0.0
VA,CAMPBELL,12,5988.0,12.0,5988.0
VA,CAROLINE,1,460000.0,1.0,460000.0
VA,CARROLL,14,4820.0,14.0,4820.0
VA,CHARLES CITY,11,1320.0,11.0,1320.0
VA,CHARLOTTE,8,3631.0,8.0,3631.0
VA,CHARLOTTESVILLE CITY,207,551923.39,198.0,551395.0
VA,CHESAPEAKE CITY,59,13222.68,20.0,9980.0
VA,CHESTERFIELD,54,744683.69,29.0,133979.0
VA,CLARKE,6,97975.0,5.0,97475.0
VA,COVINGTON CITY,16,5367.0,16.0,5367.0
VA,CULPEPER,21,548000.0,21.0,548000.0
VA,CUMBERLAND,80,74022.57,22.0,73997.86
VA,DANVILLE CITY,40,2728.0,20.0,2400.0
VA,DICKENSON,1529,96019.32,13.0,4215.0
VA,DINWIDDIE,3,775.0,3.0,775.0
VA,ESSEX,7,38665.0,7.0,38665.0
VA,FAIRFAX,121,29640.059999999998,0.0,0.0
VA,FAIRFAX CITY,70,34930.0,70.0,34930.0
VA,FALLS CHURCH CITY,6,828.0,6.0,828.0
VA,FLUVANNA,8,2909.0,8.0,2909.0
VA,FRANKLIN,134,276334.45,57.0,112303.0
VA,FRANKLIN CITY,8,94325.95,2.0,94138.0
VA,FREDERICK,235,61284.2,27.0,38451.0
VA,GALAX CITY,7,2410.0,7.0,2410.0
VA,GILES,10,48499.0,10.0,48499.0
VA,GLOUCESTER,18,8260.0,18.0,8260.0
VA,GOOCHLAND,10,1080.0,10.0,1080.0
VA,GRAYSON,7,1327.0,7.0,1327.0
VA,GREENSVILLE,8,3992.0,8.0,3992.0
VA,HALIFAX,19,5430.71,18.0,5372.0
VA,HAMPTON CITY,119,34374.0,115.0,34374.0
VA,HANOVER,3,1497.0,3.0,1497.0
VA,HARRISONBURG CITY,154,16218.41,43.0,15089.0
VA,HENRICO,664,724504.9,16.0,210008.0
VA,HIGHLAND,2,276.0,2.0,276.0
VA,ISLE OF WIGHT,215,314980.22,32.0,136125.0
VA,JAMES CITY,89,19234.0,89.0,19234.0
VA,KING AND QUEEN,15,7485.0,15.0,7485.0
VA,KING GEORGE,17,129654.0,17.0,129654.0
VA,KING WILLIAM,20,4145.0,20.0,4145.0
VA,LANCASTER,1,138.0,1.0,138.0
VA,LOUDOUN,620,441707.26,17.0,298342.0
VA,LUNENBURG,36,9265.74,24.0,7843.0
VA,MADISON,8,707.55,3.0,414.0
VA,MANASSAS CITY,220,360423.64,20.0,84615.0
VA,MARTINSVILLE CITY,17,181629.0,3.0,181298.0
VA,MATHEWS,53,3659.3,3.0,1497.0
VA,MECKLENBURG,27,7481.0,27.0,7481.0
VA,MIDDLESEX,6,2633.0,6.0,2633.0
VA,MONTGOMERY,24,10532.0,24.0,10532.0
VA,NELSON,9,39712.15,1.0,39441.0
VA,NEW KENT,11,3905.0,11.0,3905.0
VA,NEWPORT NEWS CITY,104,45247.5,97.0,40461.0
VA,NORFOLK CITY,912,89801.36,23.0,59619.0
VA,NORTHAMPTON,1,55500.0,1.0,55500.0
VA,NOTTOWAY,15,3598.0,8.0,3270.0
VA,ORANGE,39,156759.85,22.0,143065.0
VA,PAGE,635,1060410.82,42.0,314432.0
VA,PATRICK,11,118598.0,9.0,100690.0
VA,PETERSBURG CITY,28,10934.0,28.0,10934.0
VA,PITTSYLVANIA,2,637.0,2.0,637.0
VA,PORTSMOUTH CITY,140,38134.0,12.0,5988.0
VA,PRINCE EDWARD,138,77419.05,42.0,31806.64
VA,PRINCE WILLIAM,32,56561.350000000006,16.0,46537.0
VA,PULASKI,34,9973.97,27.0,9563.0
VA,RADFORD,28,29088.0,28.0,29088.0
VA,RICHMOND CITY,1,475.0,0.0,0.0
VA,ROANOKE,111,58277.36,31.0,58224.23
VA,ROANOKE CITY,2030,112279.38,28.0,116572.0
VA,ROCKBRIDGE,1,10747.0,1.0,10747.0
VA,ROCKINGHAM,41,100728.93000000001,14.0,43143.0
VA,RUSSELL,4,73453.0,4.0,73453.0
VA,SALEM,2,240.0,2.0,240.0
VA,SCOTT,31,6499.0,31.0,6499.0
VA,SHENANDOAH,245,218722.78,53.0,214768.0
VA,SMYTH,12,132975.82,4.0,122520.0
VA,SOUTHAMPTON,20,9980.0,20.0,9980.0
VA,SPOTSYLVANIA,11,3323.0,11.0,3323.0
VA,STAFFORD,100,12000.0,100.0,12000.0
VA,SURRY,15,1800.0,15.0,1800.0
VA,TAZEWELL,1424,1205016.07,100.0,823653.4199999999
VA,VIRGINIA BEACH,49,116470.45999999999,20.0,2760.0
VA,WARREN,26,11169.0,26.0,11169.0
VA,WASHINGTON,517,423638.14999999997,23.0,122865.0
VA,WAYNESBORO CITY,17,73054.0,17.0,73054.0
VA,WESTMORELAND,9,69024.0,9.0,69024.0
VA,WILLIAMSBURG CITY,4,1996.0,4.0,1996.0
VA,WINCHESTER CITY,11,3684.0,11.0,3684.0
VA,WISE,268,333979.2,19.0,224677.0
VA,WYTHE,14,3076.0,14.0,3076.0
VA,YORK,5,540.0,5.0,540.0
VI,ST CROIX,13,228504.0,10.0,192980.0
VT,ADDISON,7,1688.0,7.0,1688.0
VT,BENNINGTON,22,296296.64,9.0,171530.0
VT,CALEDONIA,7,1688.0,7.0,1688.0
VT,CHITTENDEN,24,161970.0,22.0,102348.0
VT,ESSEX,2,276.0,2.0,276.0
VT,FRANKLIN,63,269569.63,3.0,324.0
VT,LAMOILLE,6,73541.0,6.0,73541.0
VT,ORANGE,4,552.0,4.0,552.0
VT,ORLEANS,3,334.71,2.0,276.0
VT,RUTLAND,14,4820.0,14.0,4820.0
VT,WASHINGTON,88,691191.55,83.0,690898.0
VT,WINDHAM,17,86842.57,12.0,52034.0
VT,WINDSOR,30,20860.0,3.0,775.0
WA,ADAMS,12,5988.0,12.0,5988.0
WA,ASOTIN,3053,114741.95,23.0,1936.69
WA,BENTON,7742,114944.68,29.0,70054.0
WA,CHELAN,114,756450.69,39.0,740089.0
WA,CLALLAM,1702,570099.54,98.0,302764.37
WA,CLARK,6,57621.0,4.0,552.0
WA,COWLITZ,4,49717.0,3.0,39717.0
WA,DOUGLAS,18,5618.26,12.0,5266.0
WA,FRANKLIN,35,91141.86,30.0,85773.0
WA,GRANT,351,710113.52,70.0,270498.0
WA,GRAYS HARBOR,129,181189.57,37.0,122404.8
WA,ISLAND,31,78957.0,31.0,78957.0
WA,JEFFERSON,9,42769.86,7.0,37994.0
WA,KING,32634,4900440.5200000005,447.0,1984868.88
WA,KITSAP,24,13690.4,11.0,2601.0
WA,KITTITAS,757,367018.69,15.0,205532.0
WA,KLICKITAT,451,81531.59,0.0,0.0
WA,LEWIS,2895,2622824.96,106.0,1680610.1
WA,LINCOLN,4,421059.0,1.0,412000.0
WA,MASON,843,5350091.3,34.0,129444.23999999999
WA,OKANOGAN,101,101213.39,16.0,94168.0
WA,PACIFIC,278,170632.38,66.0,175110.49
WA,PEND OREILLE,15,2153.6800000000003,3.0,1497.0
WA,PIERCE,1392,1178706.9200000002,84.0,1104449.3
WA,SAN JUAN,7,3493.0,7.0,3493.0
WA,SKAGIT,428,125107.52,3.0,65346.0
WA,SKAMANIA,10,163052.72999999998,5.0,47621.0
WA,SNOHOMISH,104,772598.77,59.0,766840.4
WA,SPOKANE,44,784061.64,23.0,217537.0
WA,STEVENS,32,13441.0,32.0,13441.0
WA,THURSTON,2586,576359.43,255.0,253421.06
WA,WAHKIAKUM,63,64261.9,26.0,58186.0
WA,WALLA WALLA,10,65989.86,5.0,49451.0
WA,WHATCOM,10891,1975411.26,186.0,1576089.38
WA,WHITMAN,21,47048.12,1.0,138.0
WA,YAKIMA,2146,685773.28,96.0,506140.38
WI,ADAMS,9,1242.0,9.0,1242.0
WI,ASHLAND,516,134020.87,21.0,73537.84
WI,BARRON,12,5988.0,12.0,5988.0
WI,BAYFIELD,61,5585.17,12.0,4544.0
WI,BROWN,541,123362.51,69.0,20995.64
WI,BUFFALO,36,297.69,2.0,276.0
WI,BURNETT,16,5457.0,16.0,5457.0
WI,CALUMET,6,2994.0,6.0,2994.0
WI,CHIPPEWA,22,9033.0,22.0,9033.0
WI,CLARK,30,7044.78,12.0,5988.0
WI,COLUMBIA,47,18744.260000000002,45.0,18484.0
WI,CRAWFORD,63,6036.83,12.0,5988.0
WI,DANE,11710,1085366.41,453.0,838456.0
WI,DODGE,236,37692.6,22.0,9859.0
WI,DOOR,493,186782.71,20.0,17210.81
WI,DOUGLAS,22,4287.58,6.0,2994.0
WI,DUNN,6,1189.0,6.0,1189.0
WI,EAU CLAIRE,116,84335.26999999999,69.0,49872.0
WI,FLORENCE,2,276.0,2.0,276.0
WI,FOND DU LAC,59,16771.0,59.0,16771.0
WI,FOREST,12,170447.0,2.0,276.0
WI,GRANT,33,14446.580000000002,13.0,6126.0
WI,GREEN,5,979.0,5.0,979.0
WI,GREEN LAKE,10,2824.0,10.0,2824.0
WI,IOWA,31,17618.43,7.0,1327.0
WI,IRON,4,1274.0,4.0,1274.0
WI,JACKSON,98,7347.95,14.0,5763.0
WI,JEFFERSON,491,10025.69,44.0,9791.0
WI,JUNEAU,998,1613891.83,107.0,782337.35
WI,KENOSHA,87,949202.5,87.0,949202.5
WI,KEWAUNEE,48,175176.0,48.0,175176.0
WI,LA CROSSE,134,33072.36,73.0,31883.0
WI,LAFAYETTE,6,7029.61,4.0,1996.0
WI,LANGLADE,16,6901.0,16.0,6901.0
WI,LINCOLN,11,3684.0,11.0,3684.0
WI,MARINETTE,2,998.0,2.0,998.0
WI,MARQUETTE,31,7041.1,21.0,6454.0
WI,MILWAUKEE,1520,50380.58,68.0,20214.0
WI,MONROE,13,1242.0,9.0,1242.0
WI,OCONTO,495,878170.89,2.0,80059.0
WI,ONEIDA,194,1515883.6099999999,65.0,1463994.0
WI,OUTAGAMIE,2,733499.0,2.0,733499.0
WI,OZAUKEE,302,84582.49,35.0,80316.0
WI,PIERCE,199,289427.3,71.0,208537.8
WI,POLK,9,1206.55,4.0,913.0
WI,PORTAGE,32,68916.0,32.0,68916.0
WI,PRICE,2,637.0,2.0,637.0
WI,RACINE,78,587220.71,45.0,473031.0
WI,ROCK,74,23531.16,71.0,23516.0
WI,RUSK,2,2366.91,0.0,0.0
WI,ST CROIX,29,421045.0,29.0,421045.0
WI,SAUK,98,24478.43,49.0,24072.0
WI,SHEBOYGAN,9,4491.0,9.0,4491.0
WI,TAYLOR,3,1497.0,3.0,1497.0
WI,TREMPEALEAU,290,178021.01,27.0,93435.0
WI,VERNON,226,59790.04,15.0,40361.84
WI,VILAS,225,8130.12,12.0,4869.0
WI,WALWORTH,565,37268.68,61.0,23129.0
WI,WASHBURN,41,4743.62,17.0,4693.0
WI,WASHINGTON,39,19782.65,38.0,18962.0
WI,WAUKESHA,141,50673.57,124.0,49675.5
WI,WAUSHARA,8,3111.42,6.0,2994.0
WI,WINNEBAGO,58,28942.0,58.0,28942.0
WI,WOOD,275,93147.84,48.0,90267.3
WV,BARBOUR,3,414.0,3.0,414.0
WV,BERKELEY,28,374028.0,22.0,319018.0
WV,BROOKE,13,192290.0,0.0,0.0
WV,CABELL,151,157976.57,27.0,106198.0
WV,CALHOUN,1,499.0,1.0,499.0
WV,FAYETTE,1208,539660.75,11.0,201931.0
WV,GILMER,1,138.0,1.0,138.0
WV,GRANT,596,627014.48,1.0,79188.0
WV,HAMPSHIRE,2,998.0,2.0,998.0
WV,HARDY,2,637.0,2.0,637.0
WV,HARRISON,171,6472.98,20.0,5287.0
WV,JACKSON,8,3992.0,8.0,3992.0
WV,JEFFERSON,512,73963.36,15.0,51029.0
WV,KANAWHA,10643,2686127.02,226.0,805655.0
WV,LEWIS,27,3736.55,3.0,3055.0
WV,LINCOLN,2,998.0,2.0,998.0
WV,LOGAN,8,1285.0,8.0,1285.0
WV,MARION,898,20393.34,8.0,2548.0
WV,MARSHALL,14,3948.0,14.0,3948.0
WV,MCDOWELL,1410,1345794.89,16.0,831365.0
WV,MERCER,642,81275.3,29.0,60509.28
WV,MINERAL,170,217056.03,12.0,54990.0
WV,MONONGALIA,37,12326.0,37.0,12326.0
WV,MONROE,2,998.0,2.0,998.0
WV,MORGAN,6,4800.0,6.0,4800.0
WV,OHIO,58,39134.25,29.0,38972.0
WV,PLEASANTS,8,3270.0,8.0,3270.0
WV,POCAHONTAS,1,244120.0,0.0,0.0
WV,PRESTON,14,4730.0,14.0,4730.0
WV,RALEIGH,15,4958.0,15.0,4958.0
WV,RANDOLPH,55,10206.0,53.0,7876.0
WV,RITCHIE,3,1106.0,3.0,1106.0
WV,ROANE,7,966.0,7.0,966.0
WV,TAYLOR,3,6163.28,0.0,0.0
WV,TYLER,9,71770.0,7.0,50261.0
WV,UPSHUR,7,2410.0,7.0,2410.0
WV,WAYNE,4,56275.0,4.0,56275.0
WV,WETZEL,8,3270.0,8.0,3270.0
WV,WIRT,2,95978.0,2.0,95978.0
WV,WOOD,9780,1820587.01,46.0,288467.47
WY,ALBANY,28,70601.0,28.0,70601.0
WY,BIG HORN,162,1562749.1099999999,20.0,824560.0
WY,CAMPBELL,65,364740.31,21.0,362260.0
WY,CARBON,38,13334.97,31.0,12924.0
WY,CONVERSE,30,106905.0,26.0,102001.0
WY,CROOK,7,1291.0,7.0,1291.0
WY,FREMONT,511,156168.47999999998,32.0,141920.0
WY,GOSHEN,15,2412.0,15.0,2412.0
WY,HOT SPRINGS,6,828.0,6.0,828.0
WY,JOHNSON,16,4374.0,16.0,4374.0
WY,LARAMIE,410,1012705.36,248.0,844982.0
WY,LINCOLN,1121,811111.44,68.0,128911.69
WY,NATRONA,202,8778.48,50.0,6360.0
WY,NIOBRARA,36,4252.07,19.0,3254.0
WY,PARK,8,1826.0,8.0,1826.0
WY,SHERIDAN,6,2994.0,6.0,2994.0
WY,SWEETWATER,140,118022.59999999999,61.0,68473.0
WY,UINTA,50,22582.52,36.0,10022.0
WY,WASHAKIE,48,256896.05,17.0,130076.0
WY,WESTON,7,966.0,7.0,966.0
